Date,AAPL,MSFT,NVDA,GOOGL,META,AMZN,TSLA,AMD,INTC,CSCO,ADBE,CRM,ORCL,IBM,QCOM,TXN,NOW,AVGO,MU,AMAT,JPM,BAC,WFC,GS,MS,C,AXP,BLK,SCHW,USB,JNJ,PFE,MRK,ABBV,LLY,TMO,DHR,ABT,BMY,CVS,KO,PEP,PG,COST,WMT,HD,MCD,SBUX,NKE,LOW,CAT,DE,BA,GE,HON,LMT,RTX,UPS,UNP,MMM,XOM,CVX,COP,SLB,EOG,PSX,MPC,OXY,KMI,VLO,DIS,NFLX,CMCSA,VZ,T,TMUS,CHTR,EA,NEE,DUK,SO,AEP,PLD,AMT,CCI,SPG,O,EQIX
2018-01-03,-0.00017431221515584738,0.0046539371608453894,0.06581388960033285,0.017060861681023054,0.0179143291555095,0.012775310383486449,-0.010233112708571857,0.05191262953208109,-0.03393816679584272,0.0079774579415679,0.01879570284327836,0.008428326258931973,0.02316049309599122,0.02748803239599118,0.011349762696703403,0.027091196610045776,0.008957718629813316,0.010935845065592975,0.02999721226988239,0.017721996921188587,0.0010189356445029496,-0.0033444157587295686,0.007693542059704184,-0.009308762208582566,0.002682590041342303,0.003092837558050343,0.006165284631680201,0.01055099361763201,0.0015553098751857064,0.009809278330692006,0.009552295053745885,0.007409660766361625,-0.0014231956973986826,0.0156483505777536,0.005432004044411576,0.018343998050151633,0.013305696827139002,0.002211225470299061,0.0008154254189065568,-0.00435253022363391,-0.0021959633136239276,-0.0026257508066706015,-0.0012136403976534815,0.012000693589448774,0.008723002131577173,0.005211448252822937,-0.0042137676929772105,0.018740014464066812,-0.00015773481714487225,0.004365916395331126,0.0015280417392016243,0.00455675862307392,0.0032338970492968855,0.009455088166282044,-0.008262364591315352,0.008382154318201218,0.014668817855712168,0.02215571354604373,0.005597076945877744,-4.2839714277764784e-05,0.0196404295135586,0.007289370627528768,0.018438221962036483,0.026035702204929345,0.014912805782148597,0.006683167209069696,0.021285998921773297,0.013787537099230862,0.008511046708203462,0.005279832494766268,0.004293420629436273,0.019794042018585145,-0.016070030841200844,-0.0205493584971409,-0.02309277519460029,-0.006714534758018531,0.011634230863374562,0.0027409827342510518,-0.021213544679481555,-0.003123812928453207,-0.005723766990827772,-0.008424089093698073,-0.001874903206554368,0.003896902127226598,-0.004222684013974187,-0.004639670230358051,-0.0026490698473650154,0.004609185421646345
2018-01-04,0.004645282914462534,0.008801779423061484,0.005271429542617945,0.0038845575527237663,-0.0018410161255408841,0.004476012896857506,-0.008289977599700404,0.04935062211353536,-0.0183379816152327,0.002829528470694953,0.012041582055987154,0.013201728602099116,0.009851307069976833,0.020253581878572735,0.0013648338835696716,-0.0012915445877306198,0.007072444517409737,0.0003333714798727794,0.04224135374383309,0.0057433316490467234,0.014325889362163391,0.013087356769317493,0.012508253619424314,0.013975965945962399,0.015287391954655005,0.012334421203810564,0.016632899098510512,0.013201381087856179,0.005628910696924727,0.00769789631261486,-7.095336133999819e-05,0.0021790169734932086,0.01620946085328434,-0.005702710792446997,0.004463478370376528,0.012517782679545064,0.004804292682627942,-0.0016972073156079626,0.012959744734425183,0.02636575344396208,0.014084571613200314,0.00492567480673145,0.007068867161434955,-0.0077653744628563,0.0009048453542999102,0.007936498465802577,0.00701437937507321,0.0037472590654181737,-0.0006300244909595021,0.007824294476052263,0.013733946417951559,0.005732948827970041,-0.00379425003102285,0.020936486498850604,0.013513050436963159,0.017154030022855427,0.003153397600680563,0.006486938389967722,-0.00541975533068062,0.013071536281411555,0.0013840173229460184,-0.003112370467787784,0.011537104946343302,0.02481412891044288,0.00018021029269954525,-0.0027338663836891097,0.0010205093623931738,-0.0005331868365299197,0.002636883911892207,0.003215477619201712,-0.0004453569056371842,0.002828606044821047,0.00643410379753151,0.003242527599435663,0.009296131244295402,-0.009589692430489904,-0.009177662650704521,-0.02332578376172101,-0.005138376964936464,-0.007833842107082933,-0.004264430518018392,-0.011838496274680255,-0.02003431391693633,-0.014610340374142328,-0.011616131524345263,-0.029250622321606135,-0.021604451375972333,-0.002294339600875106
2018-01-05,0.011385124792534285,0.012397730180327748,0.008473869846306492,0.013260223473968713,0.01367112670199111,0.016162516530176196,0.006229740634655645,-0.01980196150035629,0.006977232484790097,0.013849433973479597,0.011570762488063657,0.013310762164015166,0.006019169378598921,0.004885515232851079,0.0066636103711890105,0.0076648266884289384,0.008666430593387009,0.005926032500233047,-0.023037421551143855,0.00570999419072904,-0.006419782592172907,0.004636912145143057,0.006737878280138387,-0.005100417124001777,-0.0003763678966670625,-0.0013245744381015223,0.0022808260510553957,0.008519802342958238,0.0038600930091126084,0.00618416478986572,0.008253751616379423,0.001902625236015032,-0.001051571996360967,0.017407941896377732,0.012277513935559314,0.01713727430343548,0.006268479873616339,0.0028903325007609837,0.0022669982031970903,0.04419037020754213,-0.000217109054620801,0.002873522921467586,0.0006580709925434469,-0.00713957355110062,0.005927472893938246,0.010445958230373975,0.002015010649084603,0.011539232219118789,0.008512282667084925,0.021565663078436215,0.015805211985971956,0.0042595551143356225,0.04102203800756721,0.0005397217168490176,0.006990316195412349,0.009059297871357064,0.008585348202451604,0.003065435948538031,0.012739739139770778,0.007791757019757206,-0.000806275762363029,-0.0016391302555262,-0.0019299993218183653,0.006840055435795467,0.010995987118407102,9.796868920686208e-05,0.009609605804125954,-0.005469460682746674,-0.003156324296301305,0.004701545697651799,-0.005435414627091406,0.021203172192687525,0.009097640431153353,-0.002281534921034556,0.0036838465817681243,0.025396775144341577,0.003116144861955439,0.04851208056713596,0.0045689283119150215,-0.004616327443577539,0.0017128238067862789,-0.0021140599337368116,-0.000798690953174086,0.0064465373100273116,0.0076484751244783045,0.009303812839921655,-0.0007237992864993492,0.003438141871329403
2018-01-08,-0.00371402562218881,0.0010205789995416659,0.030640906509384003,0.0035306349777233237,0.007653142133842605,0.014424678832250848,0.06263821959024418,0.033670001235441616,0.0,0.01037204181081619,-0.001618663308975532,0.007030480637315373,0.010522011907005746,0.006031275517165424,-0.0030088444408437054,0.0047650873038704855,0.002147939244851793,0.002392641926966421,-0.00545854997160844,0.024175887558806064,0.0014768498915620487,-0.006923725936078484,-0.01131444381238833,-0.014519570987363228,-0.004142251603095781,-0.011669056570072334,-0.009200748662685831,0.0074585821212938,0.004422263845142993,0.0014461770018177056,0.001269926230204499,-0.01112333685627831,-0.005790645555010188,-0.01602212852543694,-0.005082547429486883,0.0016304960474822217,0.005701882164764083,-0.0028820025551087314,0.0003231965434979944,-0.008668215297074289,-0.0015197704194925832,-0.005730243967422832,0.005260896019752437,0.003888452967520717,0.014780562120035423,-0.002390116309099577,-0.0006892726390779202,-0.005032811161047923,0.008908942085771088,-0.010872144511264059,0.025129667357181695,0.004928006189983014,0.0042416526809363475,-0.014023641171001189,-0.005398958092558193,-0.004610575296167152,0.009501011306952467,0.012145193720270786,0.013887332928887774,-0.00324231032018385,0.00449570507866226,0.00492580766744255,0.010196720307497964,0.016304199835550426,0.0048140157843219455,-0.0009785543186794365,0.0007209350803987213,0.008584878888440395,-0.004749477335159735,0.002020484112463583,-0.014334241395758118,0.009809960902941839,-0.013645368932367896,-0.0017145065969063067,0.002884331162167131,0.007739915426127064,0.016159321794497528,0.007384942146681395,0.008239547625748855,0.0031729912462752363,0.00897841684876921,0.00875671359058594,0.011668616486158578,0.010675250851167162,0.002961969450040014,0.0065420564090257205,0.0012679687957934949,0.01937737173790266
2018-01-09,-0.00011512708064120858,-0.0006797552428081666,-0.00027026281775999195,-0.0012744707326628468,-0.0021777830645850482,0.0046757095740346255,-0.00808538113492141,-0.03745928730860604,-0.02503371968782886,-0.006259258125848377,0.008971053406505725,0.0026640821044352503,0.005533886834310442,0.0022024196601755364,-0.015089696133366082,0.00684088390196802,0.0011086728469180684,-0.013846437879293738,-0.05664130921047039,-0.018955613217240486,0.005069074697171327,0.0049803297446429085,0.0035458038487028443,0.008458782680839105,0.007751756244967156,0.0104650428773434,0.003694225377005589,0.008404295256563277,0.02105637542532346,0.006859132312020844,0.015857207435328258,-0.0010974025266285992,0.0024708625563225617,0.007538165756099113,-0.0008130113869665445,0.016673207973898485,0.03527570356181253,0.0017000927254187115,-0.0009692763637235702,-0.0010282980276832276,0.005000146105364811,0.0007627261451019773,-0.0073048645684806734,-0.011619087056845001,-0.012006570302064978,0.005519765432724588,-0.0022425116473341333,-0.0021917302690974694,-0.007126476284158856,0.008964135837648213,0.002409131306779999,0.027869077428076316,0.026696851360345164,0.015317492129022225,0.008207245865706092,0.007161510594186682,0.010916909474173675,-0.00046447167834751113,0.011187780505421907,0.006213669870341221,-0.00424611132446262,-0.005368650800872121,0.008179409245281377,0.0013370756747204116,-0.008872170933559964,-0.0033315887490500407,-0.005620154707295599,-0.003989983358756888,0.004241904460345447,-0.0012733382924018377,-0.0007270614538287257,-0.012921488744754073,0.003211361750650621,-0.003668309215996368,-0.002606982681767067,0.0076805917949747116,-0.005020272300172102,-0.009185742902659721,-0.007322156558010606,-0.011679067267063914,-0.01250021535767798,-0.011761291069127822,-0.010112122865028161,-0.0067598721669374084,-0.00618348854040629,-0.021979826756737375,-0.018632617357312253,-0.0048448086513711575
2018-01-10,-0.00022934457252787865,-0.00453390264330944,0.007840262557305966,-0.0023813469730720183,-0.00015952390920914716,0.0013012055442500614,0.003326413914539472,0.011844360993009007,-0.025675977073986167,0.005543072339737165,0.0021960560729041845,-0.0032066647657256198,-0.005299594141546016,0.002136003213731197,-0.00015338257277386358,-0.006250575329788677,0.005758587539697713,-0.021117318536417073,0.007912866608607905,-0.028436160053496695,0.011004258757962182,0.009249852952435411,0.013813168441983104,0.0015356299152173847,0.011819798599429943,0.004514551294562352,0.006963865355751331,-0.004438730724933615,0.004124830850874339,0.007529339533010715,-0.0011791257339088812,0.0016482379195039698,0.008803255057592718,-0.0054864755416386135,0.00046507049927524413,0.000921954379624168,-0.003752463830764219,-0.001527418273748693,0.002587076196902016,-0.00321814101307627,-0.003460758171690559,-0.005081218031486867,-0.006370155008821654,-0.004670128887159675,-0.007172023592648458,-0.006732447062050562,-0.00017279772839184915,0.010814193857678456,0.0020285429325803683,-0.004019279250094487,-0.0033648533370705946,-0.003985580468202632,0.005746981946992635,0.019935135419397065,0.006922533715414847,0.0016340621563650792,0.004691680477237226,0.00526665147485339,-0.009219803500541857,-0.0005801785304636597,-0.007952339033219569,0.006414295732232178,-0.004833136357177303,0.009345801053019853,0.0026854865753980217,0.0035392827486722123,0.007391147894410421,-0.00854571570800744,-0.0031677482398174694,0.0005310554648405574,-0.00427509072065313,0.015336154823019532,0.011819877146055147,0.001550169674833679,-0.023206461003505652,-0.026067112835344797,-0.011077976900372155,0.0006242786946044632,-0.008232927107535981,-0.013909337019451629,-0.013945460685937272,-0.015302032787936404,-0.019313499342567653,-0.02438851177366974,-0.025631635721883428,-0.0033228389974819805,-0.021935385048369227,-0.02846658688484316
2018-01-11,0.005680342421644058,0.002960686860375983,0.0017881903122094478,0.0017205234773280953,-0.00037269157395813934,0.01781828254348916,0.009408646715617364,0.015050192692446673,0.021411585913158504,0.004760275848308959,0.009673441038370756,0.0027572182677355617,0.003073850045044235,0.00012212234815933698,0.0026051409802083647,0.008842195355291738,0.009909728212973423,0.0025492360207104436,-0.011314061492457173,-0.0018759585648555621,0.00535142889147644,0.003600683060452692,-0.0017426437143023277,0.0031454842105598235,0.0050065955177742705,-0.0011895517603834893,-0.004840791166410674,0.011945885881579743,0.011388948104331886,0.008541100901880316,0.005695239246274797,0.0024675569186705104,0.00523537100576954,0.002929873615630685,0.003367989691454909,0.01148883387087185,0.0035628869172381616,0.006831825559904692,0.007418042111241974,0.02040315380547031,-0.0006510379517336018,-0.005107253248595844,-0.003537220507227601,0.021356750710032735,0.003511621925832209,0.015015808693252586,-0.0006915251965229352,0.003009132783720281,0.001089854838420834,0.01667224717524074,0.02007595050640454,0.015278250415574846,0.024542407115306197,0.00475440596914134,0.005283427752809988,0.0002412563345668417,0.0006676094525110976,0.028276668533341542,0.004652931258514403,0.004852222394908345,0.009874798972912213,0.03039045582952582,0.026539565952541366,0.019180123212532818,0.027944123971143764,0.0028408607567411703,0.010646078055018826,0.021144601803191554,0.01694899220427537,0.004248894484734755,0.013885050491059037,0.022209679282373163,0.0367488460086276,0.00812570605607732,-0.0038231194829365656,-0.0007825740354746591,0.012655709635275736,-0.0022274553836568733,-0.0005970004036632837,-0.010360592004650448,-0.015447783597215659,-0.011078827483235076,0.0034178939253401985,-0.019184627316898073,-0.011723172291797979,-0.000909137436354901,0.0041462642235305935,-0.017178025689741916
2018-01-12,0.010326387161964101,0.0172571364893106,-0.004909025664748823,0.016725786594744108,-0.04473564610677383,0.022339231610462695,-0.005119110235858537,-0.009884669041635097,-0.00391638895832469,0.019202215001390188,0.03244762302681492,0.010449203639671056,0.01143983342505428,-0.006456055425745122,-0.0007641672976714808,0.01852370043886764,0.0044337744325315676,0.002998095826332703,-0.0002332376112046397,0.0046991045920945496,0.016510201112700962,0.017286550731892225,-0.007300397867134878,0.007447424519122059,0.0169744825286271,0.01694028498045741,0.0023824292535037372,0.0327370071310642,0.022521717262961705,0.005292944936509336,0.0066995916200847105,-0.000547050299272045,0.018402691029879348,0.010778677406048542,0.006829591702245841,0.007236647720384015,0.008114413374151752,-0.001866224655758586,0.005442828856069948,-0.0030371708854911583,0.002388873842165351,0.004277637613694152,-0.005989777449316835,0.012989546264087437,0.008498278991118768,0.008938049329482167,0.0010381130891894408,0.006666721334328329,0.005910858193152402,0.05347812720286105,0.0065014206520448425,0.010987695127538055,0.024655433413201866,-0.01366973036950192,0.007282390368448244,0.015462313569364117,0.01177845220560303,0.0047205853416998345,0.005842282285822842,0.008914035003861676,0.006786925091480267,0.007769256172991179,0.014700602542943031,0.011939924571917837,0.004863459852749941,0.02539797383103015,0.016654617843474107,0.009364438725349755,0.01666675014869745,0.023267802455387177,0.013334615433123087,0.018366702421403813,-0.0037560289047554596,-0.00479769463794566,0.011513438478838456,-0.002506273181152374,-0.003574715154515906,0.010089445930514751,-0.0011964704310467589,-0.004793274384899959,-0.009061162175231119,-0.018478174007544146,0.003243963347143941,-0.014595655418861653,-0.0011571369150721322,0.0041255625800322715,-0.010510972355606496,0.0012861192310513747
2018-01-16,-0.005082315317524455,-0.013950825291391133,-0.012871430837948061,4.424959193372047e-05,-0.005463550968298647,-0.0002605871874575838,0.011421116241414841,-0.009151464738964554,-0.002312265928131496,-0.00807425123579053,-0.013278627517905539,-0.01224586896590718,0.001616226988859104,0.004352335844217015,0.04389702311439869,0.0017739491273105479,0.011578250567001014,-0.003935080012286818,0.002569319165602213,0.01964447885593401,-0.003550233465053343,0.0016030834346403289,-0.0007994760008949164,0.005563642941250002,-0.009434229852808285,0.0035137154210413968,-0.006239308906749841,0.013446514856364278,0.002527539999159112,0.0033344210883596848,0.007546941080193825,0.0016421303182416747,0.05813167003645181,0.02142712988323492,-0.019429690072235828,-0.010277602178637935,0.0008046933586713934,-0.006798004024748838,-0.046011775645069086,0.008377394187050191,0.008234408512471258,0.0040893521930449594,0.006807160700395221,-0.0016157145488466806,-0.0017845383978691842,-0.0005603656692202419,0.0006338399901386627,0.0026488454904078917,-0.019328945394589292,0.0010907677706128993,-0.005813622010722108,-0.010395633003002724,-0.00312285308017779,-0.02931794779152741,-0.007418023872921675,-0.01826023806895105,-0.01910968734878249,-0.009023768627590578,-0.0060916839260904965,0.0011041228766082156,-0.006284156433895571,-0.011901277515185327,-0.020149420906221627,-0.01026016078307701,-0.018540320233992436,-0.014003709154881472,-0.008960936424087795,-0.0164646421076472,-0.006660105931063476,-0.006201409892063969,-0.015826482790315066,0.0013560858718164592,-0.014608726859191123,-0.003856682271370593,-0.004878299814699338,-0.01114952318167206,-0.0030226195599399874,-0.010695748677390204,0.0014639998352050654,-0.006083432464738081,-0.0040139253339748215,0.0005927926296116492,0.004688877512183387,0.01977420661323337,0.016896433469059113,-0.002839532442601045,0.00417334333020003,0.027870084652068527
2018-01-17,0.016516410961048278,0.02025983187460234,0.020944361908074027,0.007429109674295997,-0.004428176417775376,-0.00755630863716783,0.02087858455510405,0.022670063914596916,0.028975103781205602,0.016280191597082938,0.020939408909448565,0.010561015832756704,0.013712447160519003,0.02929513968352304,-0.0033698723787882745,0.05526073457600389,0.00715361476606291,0.009724533127671409,0.03122093886487365,0.05211010838022867,0.006413103215213489,-0.001920710582476226,0.02208021751184286,-0.01861030305366762,0.013736142654239059,0.00466889833805717,0.004185711623335697,0.023996778538876606,0.010084747683558604,-0.014518095244840601,0.0008168850226120128,0.01584679503572395,-0.0006442380893136868,0.018245459085838522,0.010786816533400412,0.016682130461779465,0.0012067007830254273,0.0094113378541123,0.032209325870373284,0.0007552943410160662,0.0062322859809649245,0.011199665200457343,0.010862192062900178,0.003967844922874164,0.01996226763547737,0.017880095893872294,0.007485154757833401,0.0016514395085680533,0.006149716748749201,0.007031573934279223,-0.004783777627749508,-0.0006566232745711664,0.04729098228537287,-0.047226886048852945,0.0032934004274267625,0.014389319930588007,0.003359019282937137,0.008503585467306563,0.0010692010030401988,0.013769974837423593,0.011843228842902231,0.0026514526383596415,0.01733466911643644,0.0005181532214288964,0.0012346864908021615,0.02570041223018782,0.016954060872336196,0.007838795471623472,0.009283562771905673,0.014664462033330494,0.011563738463545858,-0.018191661632751766,-0.0033477927539852237,0.001161472366366434,0.003540613311458829,0.012545686791829436,0.01391211788174651,0.01090052350357329,0.008900970122713847,-0.00012759254285765742,0.008732349613537194,0.01111132443878815,0.011586476205891927,0.007446566361053231,0.006741508402121843,0.014299601983515986,0.005667434102545554,-0.013836018985725729
